时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2025-07-11 09:35:00,4.56,4.54,4.57,4.53,-0.66,-0.03,26431,12005407.0,0.88,0.06
2025-07-11 09:40:00,4.54,4.54,4.55,4.53,0.0,0.0,21274,9649474.0,0.44,0.05
2025-07-11 09:45:00,4.55,4.54,4.55,4.53,0.0,0.0,15692,7120208.0,0.44,0.03
2025-07-11 09:50:00,4.54,4.54,4.55,4.54,0.0,0.0,11628,5283776.0,0.22,0.03
2025-07-11 09:55:00,4.54,4.54,4.55,4.54,0.0,0.0,12200,5540155.0,0.22,0.03
2025-07-11 10:00:00,4.54,4.54,4.55,4.53,0.0,0.0,17197,7807531.0,0.44,0.04
2025-07-11 10:05:00,4.54,4.55,4.56,4.54,0.22,0.01,10758,4894058.0,0.44,0.02
2025-07-11 10:10:00,4.55,4.55,4.55,4.54,0.0,0.0,8797,3996851.0,0.22,0.02
2025-07-11 10:15:00,4.55,4.54,4.55,4.53,-0.22,-0.01,18396,8353116.0,0.44,0.04
2025-07-11 10:20:00,4.54,4.54,4.55,4.53,0.0,0.0,9394,4265139.0,0.44,0.02
2025-07-11 10:25:00,4.55,4.58,4.58,4.54,0.88,0.04,20812,9491104.0,0.88,0.05
2025-07-11 10:30:00,4.57,4.58,4.58,4.57,0.0,0.0,8899,4072975.0,0.22,0.02
2025-07-11 10:35:00,4.58,4.57,4.58,4.56,-0.22,-0.01,12829,5861704.0,0.44,0.03
2025-07-11 10:40:00,4.57,4.56,4.57,4.55,-0.22,-0.01,9272,4229549.0,0.44,0.02
2025-07-11 10:45:00,4.56,4.57,4.57,4.56,0.22,0.01,5753,2625164.0,0.22,0.01
2025-07-11 10:50:00,4.57,4.57,4.57,4.56,0.0,0.0,5761,2629877.0,0.22,0.01
2025-07-11 10:55:00,4.57,4.58,4.58,4.56,0.22,0.01,11153,5089406.0,0.44,0.02
2025-07-11 11:00:00,4.58,4.57,4.58,4.57,-0.22,-0.01,5304,2426459.0,0.22,0.01
2025-07-11 11:05:00,4.57,4.57,4.57,4.56,0.0,0.0,8995,4104017.0,0.22,0.02
2025-07-11 11:10:00,4.57,4.57,4.57,4.56,0.0,0.0,3082,1406483.0,0.22,0.01
2025-07-11 11:15:00,4.56,4.55,4.57,4.55,-0.44,-0.02,4215,1921859.0,0.44,0.01
2025-07-11 11:20:00,4.55,4.56,4.56,4.55,0.22,0.01,10180,4632785.0,0.22,0.02
2025-07-11 11:25:00,4.56,4.56,4.57,4.55,0.0,0.0,4205,1916816.0,0.44,0.01
2025-07-11 11:30:00,4.57,4.58,4.58,4.56,0.44,0.02,7032,3215692.0,0.44,0.02
2025-07-11 13:05:00,4.58,4.58,4.58,4.57,0.0,0.0,10310,4717935.0,0.22,0.02
2025-07-11 13:10:00,4.58,4.57,4.58,4.56,-0.22,-0.01,9089,4155981.0,0.44,0.02
2025-07-11 13:15:00,4.56,4.56,4.58,4.56,-0.22,-0.01,6243,2851495.0,0.44,0.01
2025-07-11 13:20:00,4.56,4.57,4.57,4.56,0.22,0.01,5166,2356347.0,0.22,0.01
2025-07-11 13:25:00,4.56,4.56,4.57,4.56,-0.22,-0.01,4467,2038227.0,0.22,0.01
2025-07-11 13:30:00,4.57,4.56,4.57,4.56,0.0,0.0,4834,2207494.0,0.22,0.01
2025-07-11 13:35:00,4.56,4.57,4.57,4.56,0.22,0.01,8061,3681695.0,0.22,0.02
2025-07-11 13:40:00,4.57,4.56,4.57,4.56,-0.22,-0.01,2163,987203.0,0.22,0.0
2025-07-11 13:45:00,4.57,4.56,4.57,4.56,0.0,0.0,3712,1694340.0,0.22,0.01
2025-07-11 13:50:00,4.57,4.57,4.57,4.56,0.22,0.01,3604,1644945.0,0.22,0.01
2025-07-11 13:55:00,4.57,4.57,4.57,4.56,0.0,0.0,4670,2131303.0,0.22,0.01
2025-07-11 14:00:00,4.56,4.57,4.57,4.55,0.0,0.0,17064,7782514.0,0.44,0.04
2025-07-11 14:05:00,4.56,4.56,4.57,4.56,-0.22,-0.01,10126,4624512.0,0.22,0.02
2025-07-11 14:10:00,4.57,4.56,4.57,4.56,0.0,0.0,5719,2608262.0,0.22,0.01
2025-07-11 14:15:00,4.57,4.56,4.57,4.56,0.0,0.0,3001,1368927.0,0.22,0.01
2025-07-11 14:20:00,4.56,4.57,4.57,4.56,0.22,0.01,3800,1734653.0,0.22,0.01
2025-07-11 14:25:00,4.57,4.57,4.57,4.55,0.0,0.0,14997,6839343.0,0.44,0.03
2025-07-11 14:30:00,4.57,4.56,4.57,4.56,-0.22,-0.01,3418,1559260.0,0.22,0.01
2025-07-11 14:35:00,4.56,4.56,4.57,4.55,0.0,0.0,6531,2976100.0,0.44,0.01
2025-07-11 14:40:00,4.55,4.55,4.56,4.55,-0.22,-0.01,7113,3239617.0,0.22,0.02
2025-07-11 14:45:00,4.56,4.56,4.56,4.55,0.22,0.01,18408,8377165.0,0.22,0.04
2025-07-11 14:50:00,4.55,4.55,4.56,4.54,-0.22,-0.01,17620,8014348.0,0.44,0.04
2025-07-11 14:55:00,4.55,4.55,4.56,4.54,0.0,0.0,6527,2968427.0,0.44,0.01
2025-07-11 15:00:00,4.54,4.56,4.56,4.54,0.22,0.01,7112,3237679.0,0.44,0.02
2025-07-14 09:35:00,4.58,4.59,4.6,4.57,0.66,0.03,37604,17248941.0,0.66,0.08
2025-07-14 09:40:00,4.58,4.63,4.63,4.58,0.87,0.04,52005,23984156.0,1.09,0.11
2025-07-14 09:45:00,4.63,4.64,4.65,4.61,0.22,0.01,48868,22619401.0,0.86,0.11
2025-07-14 09:50:00,4.64,4.64,4.64,4.62,0.0,0.0,20146,9332289.0,0.43,0.04
2025-07-14 09:55:00,4.63,4.63,4.65,4.63,-0.22,-0.01,18506,8583804.0,0.43,0.04
2025-07-14 10:00:00,4.64,4.63,4.64,4.62,0.0,0.0,18492,8562692.0,0.43,0.04
2025-07-14 10:05:00,4.63,4.63,4.63,4.62,0.0,0.0,7036,3254900.0,0.22,0.02
2025-07-14 10:10:00,4.62,4.63,4.63,4.62,0.0,0.0,11477,5305161.0,0.22,0.03
2025-07-14 10:15:00,4.62,4.62,4.63,4.61,-0.22,-0.01,12205,5637770.0,0.43,0.03
2025-07-14 10:20:00,4.61,4.61,4.62,4.61,-0.22,-0.01,3727,1718529.0,0.22,0.01
2025-07-14 10:25:00,4.62,4.6,4.62,4.6,-0.22,-0.01,9645,4445260.0,0.43,0.02
2025-07-14 10:30:00,4.61,4.6,4.61,4.6,0.0,0.0,3760,1730883.0,0.22,0.01
2025-07-14 10:35:00,4.6,4.6,4.61,4.6,0.0,0.0,4400,2026442.0,0.22,0.01
2025-07-14 10:40:00,4.61,4.62,4.62,4.6,0.43,0.02,5997,2764570.0,0.43,0.01
2025-07-14 10:45:00,4.62,4.6,4.62,4.6,-0.43,-0.02,4968,2290208.0,0.43,0.01
2025-07-14 10:50:00,4.61,4.61,4.61,4.6,0.22,0.01,5437,2505573.0,0.22,0.01
2025-07-14 10:55:00,4.62,4.6,4.62,4.6,-0.22,-0.01,6226,2870538.0,0.43,0.01
2025-07-14 11:00:00,4.61,4.6,4.61,4.6,0.0,0.0,1915,881826.0,0.22,0.0
2025-07-14 11:05:00,4.6,4.6,4.61,4.6,0.0,0.0,3358,1545144.0,0.22,0.01
2025-07-14 11:10:00,4.6,4.6,4.61,4.6,0.0,0.0,3751,1725881.0,0.22,0.01
2025-07-14 11:15:00,4.6,4.59,4.61,4.59,-0.22,-0.01,10690,4916318.0,0.43,0.02
2025-07-14 11:20:00,4.59,4.6,4.6,4.59,0.22,0.01,2021,928481.0,0.22,0.0
2025-07-14 11:25:00,4.6,4.59,4.6,4.59,-0.22,-0.01,1543,708775.0,0.22,0.0
2025-07-14 11:30:00,4.59,4.58,4.6,4.58,-0.22,-0.01,7181,3295313.0,0.44,0.02
2025-07-14 13:05:00,4.58,4.59,4.59,4.58,0.22,0.01,4151,1902061.0,0.22,0.01
2025-07-14 13:10:00,4.59,4.59,4.6,4.58,0.0,0.0,4334,1988946.0,0.44,0.01
2025-07-14 13:15:00,4.59,4.58,4.6,4.58,-0.22,-0.01,3676,1686536.0,0.44,0.01
2025-07-14 13:20:00,4.58,4.58,4.59,4.58,0.0,0.0,4831,2215009.0,0.22,0.01
2025-07-14 13:25:00,4.59,4.59,4.59,4.58,0.22,0.01,5191,2378800.0,0.22,0.01
2025-07-14 13:30:00,4.58,4.58,4.59,4.58,-0.22,-0.01,3545,1625561.0,0.22,0.01
2025-07-14 13:35:00,4.58,4.58,4.59,4.58,0.0,0.0,5030,2308156.0,0.22,0.01
2025-07-14 13:40:00,4.59,4.59,4.6,4.58,0.22,0.01,4212,1933400.0,0.44,0.01
2025-07-14 13:45:00,4.59,4.58,4.6,4.58,-0.22,-0.01,2954,1355555.0,0.44,0.01
